Symbol,ISIN,Company
NIITLTD,INE161A01038,NIIT Limited
3MINDIA,INE470A01017,3M India Limited
CENTEXT,INE281A01026,Century Extrusions Limited
APARINDS,INE372A01015,Apar Industries Limited
SUPERSPIN,INE662A01027,Super Spinning Mills Limited
PGHH,INE179A01014,Procter & Gamble Hygiene and Health Care Limited
LT,INE018A01030,Larsen & Toubro Limited
EXCELINDUS,INE369A01029,Excel Industries Limited
EXCELCROP,INE223G01017,Excel Crop Care Limited
JPASSOCIAT,INE455F01025,Jaiprakash Associates Limited
TRENT,INE849A01020,Trent Limited
CCL,INE421D01022,CCL Products (India) Limited
MPHASIS,INE356A01018,MphasiS Limited
KAJARIACER,INE217B01036,Kajaria Ceramics Limited
MURUDCERA,INE692B01014,Murudeshwar Ceramics Limited
MIRCELECTR,INE831A01028,MIRC Electronics Limited
NDTV,INE155G01029,New Delhi Television Limited
IPAPPM,INE435A01028,International Paper APPM Limited
DATAMATICS,INE365B01017,Datamatics Global Services Limited
RKFORGE,INE399G01015,Ramkrishna Forgings Limited
XPROINDIA,INE445C01015,Xpro India Limited
MAGMA,INE511C01022,Magma Fincorp Limited
MAHABANK,INE457A01014,Bank of Maharashtra
BIOCON,INE376G01013,Biocon Limited
PTC,INE877F01012,PTC India Limited
VAIBHAVGBL,INE884A01019,Vaibhav Global Limited
DHANBANK,INE680A01011,Dhanlaxmi Bank Limited
PETRONET,INE347G01014,Petronet LNG Limited
SIMPLEXINF,INE059B01024,Simplex Infrastructures Limited
JBFIND,INE187A01017,JBF Industries Limited
MUKANDLTD,INE304A01026,Mukand Limited
SIL,INE173A01025,Standard Industries Limited
UNIENTER,INE037A01022,Uniphos Enterprises Limited
UPL,INE628A01036,UPL Limited
TVTODAY,INE038F01029,TV Today Network Limited
DREDGECORP,INE506A01018,Dredging Corporation of India Limited
JTEKTINDIA,INE643A01035,Jtekt India Limited
IGL,INE203G01027,Indraprastha Gas Limited
TVSELECT,INE236G01019,TVS Electronics Limited
JAIBALAJI,INE091G01018,Jai Balaji Industries Limited
WELSPUNIND,INE192B01031,Welspun India Limited
TATASTLBSL,INE824B01021,Tata Steel Bsl Limited
NSIL,INE023A01030,Nalwa Sons Investments Limited
JSL,INE220G01021,Jindal Stainless Limited
BHEL,INE257A01026,Bharat Heavy Electricals Limited
BEML,INE258A01016,BEML Limited
SUVEN,INE495B01038,Suven Life Sciences Limited
BAGFILMS,INE116D01028,B.A.G Films and Media Limited
NCC,INE868B01028,NCC Limited
IGARASHI,INE188B01013,Igarashi Motors India Limited
UCOBANK,INE691A01018,UCO Bank
VARDHACRLC,INE116G01013,Vardhman Acrylics Limited
HINDOILEXP,INE345A01011,Hindustan Oil Exploration Company Limited
AARTIDRUGS,INE767A01016,Aarti Drugs Limited
TATAELXSI,INE670A01012,Tata Elxsi Limited
KANSAINER,INE531A01024,Kansai Nerolac Paints Limited
ITI,INE248A01017,ITI Limited
AMARAJABAT,INE885A01032,Amara Raja Batteries Limited
SUBEX,INE754A01014,Subex Limited
VSTIND,INE710A01016,VST Industries Limited
SMLISUZU,INE294B01019,SML Isuzu Limited
OPTOCIRCUI,INE808B01016,Opto Circuits (India) Limited
PRSMJOHNSN,INE010A01011,Prism Johnson Limited
SRF,INE647A01010,SRF Limited
GHCL,INE539A01019,GHCL Limited
GILLETTE,INE322A01010,Gillette India Limited
VENKEYS,INE398A01010,Venky's (India) Limited
AGCNET,INE676A01019,AGC Networks Limited
HONAUT,INE671A01010,Honeywell Automation India Limited
ZENSARTECH,INE520A01027,Zensar Technologies Limited
MARUTI,INE585B01010,Maruti Suzuki India Limited
CENTURYTEX,INE055A01016,Century Textiles & Industries Limited
ELECTCAST,INE086A01029,Electrosteel Castings Limited
INDORAMA,INE156A01020,Indo Rama Synthetics (India) Limited
RADICO,INE944F01028,Radico Khaitan Limited
BATAINDIA,INE176A01028,Bata India Limited
EXIDEIND,INE302A01020,Exide Industries Limited
GSKCONS,INE264A01014,GlaxoSmithKline Consumer Healthcare Limited
JUBILANT,INE700A01033,Jubilant Life Sciences Limited
DRREDDY,INE089A01023,Dr. Reddy's Laboratories Limited
PSL,INE474B01017,PSL Limited
AUTOAXLES,INE449A01011,Automotive Axles Limited
NELCO,INE045B01015,NELCO Limited
BANARISUG,INE459A01010,Bannari Amman Sugars Limited
TATAMETALI,INE056C01010,Tata Metaliks Limited
SANOFI,INE058A01010,Sanofi India Limited
TIRUMALCHM,INE338A01024,Thirumalai Chemicals Limited
BOSCHLTD,INE323A01026,Bosch Limited
MUNJALSHOW,INE577A01027,Munjal Showa Limited
RICOAUTO,INE209B01025,Rico Auto Industries Limited
VARDMNPOLY,INE835A01011,Vardhman Polytex Limited
FOSECOIND,INE519A01011,Foseco India Limited
JBCHEPHARM,INE572A01028,JB Chemicals & Pharmaceuticals Limited
JINDALSAW,INE324A01024,Jindal Saw Limited
HEROMOTOCO,INE158A01026,Hero MotoCorp Limited
POLYPLEX,INE633B01018,Polyplex Corporation Limited
BHARATFORG,INE465A01025,Bharat Forge Limited
BAJFINANCE,INE296A01024,Bajaj Finance Limited
STCINDIA,INE655A01013,The State Trading Corporation of India Limited
HCC,INE549A01026,Hindustan Construction Company Limited
HONDAPOWER,INE634A01018,Honda Siel Power Products Limited
GARDENSILK,INE526A01016,Garden Silk Mills Limited
DIVISLAB,INE361B01024,Divi's Laboratories Limited
RADAAN,INE874F01027,Radaan Mediaworks India Limited
GODREJIND,INE233A01035,Godrej Industries Limited
TATASPONGE,INE674A01014,Tata Sponge Iron Limited
OMAXAUTO,INE090B01011,Omax Autos Limited
GRAPHITE,INE371A01025,Graphite India Limited
TNTELE,INE141D01018,Tamilnadu Telecommunication Limited
GENESYS,INE727B01026,Genesys International Corporation Limited
DEEPAKFERT,INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited
VTL,INE825A01012,Vardhman Textiles Limited
RUCHISOYA,INE619A01027,Ruchi Soya Industries Limited
CANBK,INE476A01014,Canara Bank
NUCLEUS,INE096B01018,Nucleus Software Exports Limited
BLUEDART,INE233B01017,Blue Dart Express Limited
NOIDATOLL,INE781B01015,Noida Toll Bridge Company Limited
ATFL,INE209A01019,Agro Tech Foods Limited
ALBK,INE428A01015,Allahabad Bank
SANDESH,INE583B01015,The Sandesh Limited
TORNTPHARM,INE685A01028,Torrent Pharmaceuticals Limited
VESUVIUS,INE386A01015,Vesuvius India Limited
DHFL,INE202B01012,Dewan Housing Finance Corporation Limited
APTECHT,INE266F01018,Aptech Limited
NATNLSTEEL,INE088B01015,National Steel And Agro Industries Limited
UNIONBANK,INE692A01016,Union Bank of India
OFSS,INE881D01027,Oracle Financial Services Software Limited
HEXAWARE,INE093A01033,Hexaware Technologies Limited
TIMESGTY,INE289C01025,Times Guaranty Limited
SURANAT&P,INE130B01031,Surana Telecom and Power Limited
PNB,INE160A01022,Punjab National Bank
PONNIERODE,INE838E01017,Ponni Sugars (Erode) Limited
OLECTRA,INE260D01016,Olectra Greentech Limited
ASAL,INE900C01027,Automotive Stampings and Assemblies Limited
BHARTIARTL,INE397D01024,Bharti Airtel Limited
ESSELPACK,INE255A01020,Essel Propack Limited
MPSLTD,INE943D01017,MPS Limited
MARKSANS,INE750C01026,Marksans Pharma Limited
KRBL,INE001B01026,KRBL Limited
JINDALPOLY,INE197D01010,Jindal Poly Films Limited
HITECHGEAR,INE127B01011,The Hi-Tech Gears Limited
TCI,INE688A01022,Transport Corporation of India Limited
FEL,INE623B01027,Future Enterprises Limited
MCDOWELL-N,INE854D01024,United Spirits Limited
LUPIN,INE326A01037,Lupin Limited
JISLJALEQS,INE175A01038,Jain Irrigation Systems Limited
AKZOINDIA,INE133A01011,Akzo Nobel India Limited
GODREJCP,INE102D01028,Godrej Consumer Products Limited
ASTRAZEN,INE203A01020,AstraZeneca Pharma India Limited
SMARTLINK,INE178C01020,Smartlink Holdings Limited
GOLDTECH,INE805A01014,Goldstone Technologies Limited
ANDHRABANK,INE434A01013,Andhra Bank
NEXTMEDIA,INE747B01016,Next Mediaworks Limited
SHIRPUR-G,INE196B01016,Shirpur Gold Refinery Limited
HAVELLS,INE176B01034,Havells India Limited
ONWARDTEC,INE229A01017,Onward Technologies Limited
TRIDENT,INE064C01014,Trident Limited
HIKAL,INE475B01022,Hikal Limited
KHANDSE,INE060B01014,Khandwala Securities Limited
BSELINFRA,INE395A01016,BSEL Infrastructure Realty Limited
UNICHEMLAB,INE351A01035,Unichem Laboratories Limited
WSTCSTPAPR,INE976A01021,West Coast Paper Mills Limited
VIJAYABANK,INE705A01016,Vijaya Bank
AXISCADES,INE555B01013,AXISCADES Engineering Technologies Limited
QUINTEGRA,INE033B01011,Quintegra Solutions Limited
TAJGVK,INE586B01026,Taj GVK Hotels & Resorts Limited
CREATIVEYE,INE230B01021,Creative Eye Limited
KALPATPOWR,INE220B01022,Kalpataru Power Transmission Limited
GLAXO,INE159A01016,GlaxoSmithKline Pharmaceuticals Limited
PNC,INE392B01011,Pritish Nandy Communications Limited
STRTECH,INE089C01029,Sterlite Technologies Limited
IOB,INE565A01014,Indian Overseas Bank
SCHAEFFLER,INE513A01014,Schaeffler India Limited
BALAJITELE,INE794B01026,Balaji Telefilms Limited
TIPSINDLTD,INE716B01011,TIPS Industries Limited
MRO-TEK,INE398B01018,MRO-TEK Realty Limited
TTML,INE517B01013,Tata Teleservices (Maharashtra) Limited
USHAMART,INE228A01035,Usha Martin Limited
GAEL,INE036B01022,Gujarat Ambuja Exports Limited
PNBGILTS,INE859A01011,PNB Gilts Limited
MUKTAARTS,INE374B01019,Mukta Arts Limited
NLCINDIA,INE589A01014,NLC India Limited
AKSHOPTFBR,INE523B01011,Aksh Optifibre Limited
TVSMOTOR,INE494B01023,TVS Motor Company Limited
KARURVYSYA,INE036D01028,Karur Vysya Bank Limited
TFCILTD,INE305A01015,Tourism Finance Corporation of India Limited
BEL,INE263A01024,Bharat Electronics Limited
AUROPHARMA,INE406A01037,Aurobindo Pharma Limited
KHAITANELE,INE761A01019,Khaitan Electricals Limited
CALSOFT,INE526B01014,California Software Company Limited
MUKANDENGG,INE022B01014,Mukand Engineers Limited
LAKSHVILAS,INE694C01018,Lakshmi Vilas Bank Limited
BLUESTARCO,INE472A01039,Blue Star Limited
CHENNPETRO,INE178A01016,Chennai Petroleum Corporation Limited
THOMASCOOK,INE332A01027,Thomas Cook  (India)  Limited
SUNDRMFAST,INE387A01021,Sundram Fasteners Limited
HSIL,INE415A01038,HSIL Limited
INDIACEM,INE383A01012,The India Cements Limited
BLBLIMITED,INE791A01024,BLB Limited
CURATECH,INE117B01012,Cura Technologies Limited
AJANTPHARM,INE031B01049,Ajanta Pharma Limited
MFSL,INE180A01020,Max Financial Services Limited
MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited
KTKBANK,INE614B01018,The Karnataka Bank Limited
CINEVISTA,INE039B01026,Cinevista Limited
GEPIL,INE878A01011,GE Power India Limited
CADILAHC,INE010B01027,Cadila Healthcare Limited
RAMCOSYS,INE246B01019,Ramco Systems Limited
BIL,INE828A01016,Bhartiya International Limited
WHEELS,INE715A01015,Wheels India Limited
SHREERAMA,INE879A01019,Shree Rama Multi-Tech Limited
IVRCLINFRA,INE875A01025,IVRCL Limited
NRBBEARING,INE349A01021,NRB Bearing Limited
MELSTAR,INE817A01019,Melstar Information Technologies Limited
JAGSNPHARM,INE048B01027,Jagsonpal Pharmaceuticals Limited
WOCKPHARMA,INE049B01025,Wockhardt Limited
HAVISHA,INE293B01029,Sri Havisha Hospitality and Infrastructure Limited
BLUECOAST,INE472B01011,Blue Coast Hotels Limited
TATACOFFEE,INE493A01027,Tata Coffee Limited
RAJESHEXPO,INE343B01030,Rajesh Exports Limited
GLENMARK,INE935A01035,Glenmark Pharmaceuticals Limited
STAR,INE939A01011,Strides Pharma Science Limited
MONSANTO,INE274B01011,Monsanto India Limited
VISESHINFO,INE861A01058,Visesh Infotecnics Limited
HCLTECH,INE860A01027,HCL Technologies Limited
JCHAC,INE782A01015,Johnson Controls ﾖ Hitachi Air Conditioning India Limited
JINDALSTEL,INE749A01030,Jindal Steel & Power Limited
TTKPRESTIG,INE690A01010,TTK Prestige Limited
SYNDIBANK,INE667A01018,Syndicate Bank
ACCELYA,INE793A01012,Accelya Kale Solutions Limited
KPIT,INE836A01035,KPIT Technologies Limited
BERGEPAINT,INE463A01038,Berger Paints (I) Limited
MOREPENLAB,INE083A01026,Morepen Laboratories Limited
TNPETRO,INE148A01019,Tamilnadu PetroProducts Limited
KOHINOOR,INE080B01012,Kohinoor Foods Limited
SUPPETRO,INE663A01017,Supreme Petrochem Limited
NIPPOBATRY,INE567A01010,Indo-National Limited
ALEMBICLTD,INE426A01027,Alembic Limited
IVC,INE050B01023,IL&FS Investment Managers Limited
UNITECH,INE694A01020,Unitech Limited
SONATSOFTW,INE269A01021,Sonata Software Limited
LINDEINDIA,INE473A01011,Linde India Limited
KOPRAN,INE082A01010,Kopran Limited
RSSOFTWARE,INE165B01029,R. S. Software (India) Limited
MIRZAINT,INE771A01026,Mirza International Limited
NATIONALUM,INE139A01034,National Aluminium Company Limited
DABUR,INE016A01026,Dabur India Limited
SICAL,INE075B01012,Sical Logistics Limited
PFIZER,INE182A01018,Pfizer Limited
INGERRAND,INE177A01018,Ingersoll Rand (India) Limited
RALLIS,INE613A01020,Rallis India Limited
TATACHEM,INE092A01019,Tata Chemicals Limited
MTNL,INE153A01019,Mahanagar Telephone Nigam Limited
ITDCEM,INE686A01026,ITD Cementation India Limited
SKFINDIA,INE640A01023,SKF India Limited
CYBERTECH,INE214A01019,Cybertech Systems And Software Limited
SOUTHBANK,INE683A01023,The South Indian Bank Limited
TATAGLOBAL,INE192A01025,Tata Global Beverages Limited
TATASTEEL,INE081A01012,Tata Steel Limited
AXISBANK,INE238A01034,Axis Bank Limited
SINTEX,INE429C01035,Sintex Industries Limited
BRITANNIA,INE216A01030,Britannia Industries Limited
CYIENT,INE136B01020,Cyient Limited
ZEEL,INE256A01028,Zee Entertainment Enterprises Limited
ARCHIES,INE731A01020,Archies Limited
ORIENTHOT,INE750A01020,Oriental Hotels Limited
CUB,INE491A01021,City Union Bank Limited
LICHSGFIN,INE115A01026,LIC Housing Finance Limited
TATAMOTORS,INE155A01022,Tata Motors Limited
J&KBANK,INE168A01041,The Jammu & Kashmir Bank Limited
TATAINVEST,INE672A01018,Tata Investment Corporation Limited
HINDPETRO,INE094A01015,Hindustan Petroleum Corporation Limited
KOTHARIPRO,INE823A01017,Kothari Products Limited
VEDL,INE205A01025,Vedanta Limited
ATUL,INE100A01010,Atul Limited
TRIGYN,INE948A01012,Trigyn Technologies Limited
ASAHIINDIA,INE439A01020,Asahi India Glass Limited
AMBUJACEM,INE079A01024,Ambuja Cements Limited
INDUSINDBK,INE095A01012,IndusInd Bank Limited
MAHAPEXLTD,INE843B01013,Maha Rashtra Apex Corporation Limited
RCF,INE027A01015,Rashtriya Chemicals and Fertilizers Limited
SUNDARMFIN,INE660A01013,Sundaram Finance Limited
ANTGRAPHIC,INE414B01021,Antarctica Limited
GMDCLTD,INE131A01031,Gujarat Mineral Development Corporation Limited
CORPBANK,INE112A01023,Corporation Bank
JAICORPLTD,INE070D01027,Jai Corp Limited
JAINSTUDIO,INE486B01011,Jain Studios Limited
RANEHOLDIN,INE384A01010,Rane Holdings Limited
ICICIBANK,INE090A01021,ICICI Bank Limited
ENGINERSIN,INE510A01028,Engineers India Limited
SCI,INE109A01011,Shipping Corporation Of India Limited
ADROITINFO,INE737B01033,Adroit Infotech Limited
DENORA,INE244A01016,De Nora India Limited
FDC,INE258B01022,FDC Limited
GUJALKALI,INE186A01019,Gujarat Alkalies and Chemicals Limited
SAREGAMA,INE979A01017,Saregama India Limited
MADRASFERT,INE414A01015,Madras Fertilizers Limited
EASUNREYRL,INE268C01029,Easun Reyrolle Limited
ORIENTBANK,INE141A01014,Oriental Bank of Commerce
INDSWFTLAB,INE915B01019,Ind-Swift Laboratories Limited
KCPSUGIND,INE790B01024,KCP Sugar and Industries Corporation Limited
ADANIENT,INE423A01024,Adani Enterprises Limited
TCIFINANCE,INE911B01018,TCI Finance Limited
DCMFINSERV,INE891B01012,DCM Financial Services Limited
INDNIPPON,INE092B01025,India Nippon Electricals Limited
CONCOR,INE111A01025,Container Corporation of India Limited
BANKINDIA,INE084A01016,Bank of India
LEEL,INE245C01019,LEEL Electricals Limited
INDRAMEDCO,INE681B01017,Indraprastha Medical Corporation Limited
KCP,INE805C01028,KCP Limited
RAMCOCEM,INE331A01037,The Ramco Cements Limited
GAIL,INE129A01019,GAIL (India) Limited
SKMEGGPROD,INE411D01015,SKM Egg Products Export (India) Limited
BANKBARODA,INE028A01039,Bank of Baroda
DENABANK,INE077A01010,Dena Bank
INDIANCARD,INE061A01014,Indian Card Clothing Company Limited
HINDALCO,INE038A01020,Hindalco Industries Limited
HCL-INSYS,INE236A01020,HCL Infosystems Limited
SRTRANSFIN,INE721A01013,Shriram Transport Finance Company Limited
HERITGFOOD,INE978A01027,Heritage Foods Limited
ACC,INE012A01025,ACC Limited
RAMCOIND,INE614A01028,Ramco Industries Limited
SHREYANIND,INE231C01019,Shreyans Industries Limited
KOTHARIPET,INE720A01015,Kothari Petrochemicals Limited
ATLASCYCLE,INE446A01025,Atlas Cycles (Haryana) Limited
HDFC,INE001A01036,Housing Development Finance Corporation Limited
RUCHINFRA,INE413B01023,Ruchi Infrastructure Limited
GUJRAFFIA,INE610B01024,Gujarat Raffia Industries Limited
SKIL,INE429F01012,SKIL Infrastructure Limited
WALCHANNAG,INE711A01022,Walchandnagar Industries Limited
MRF,INE883A01011,MRF Limited
VISAKAIND,INE392A01013,Visaka Industries Limited
BINDALAGRO,INE143A01010,Oswal Chemicals & Fertilizers Limited
MOTHERSUMI,INE775A01035,Motherson Sumi Systems Limited
SOMATEX,INE314C01013,Soma Textiles & Industries Limited
GODFRYPHLP,INE260B01028,Godfrey Phillips India Limited
IOC,INE242A01010,Indian Oil Corporation Limited
SUNDRMBRAK,INE073D01013,Sundaram Brake Linings Limited
SANGAMIND,INE495C01010,Sangam (India) Limited
SUBCAPCITY,INE845C01016,International Constructions Limited
ZENITHEXPO,INE058B01018,Zenith Exports Limited
INDHOTEL,INE053A01029,The Indian Hotels Company Limited
EASTSILK,INE962C01027,Eastern Silk Industries Limited
KEYCORPSER,INE681C01015,Keynote Corporate Services Limited
NORBTEAEXP,INE369C01017,Norben Tea & Exports Limited
BIOFILCHEM,INE829A01014,Biofil Chemicals & Pharmaceuticals Limited
SAMBHAAV,INE699B01027,Sambhaav Media Limited
REGENCERAM,INE277C01012,Regency Ceramics Limited
KAMATHOTEL,INE967C01018,Kamat Hotels (I) Limited
SILINV,INE923A01015,SIL Investments Limited
DHARSUGAR,INE988C01014,Dharani Sugars & Chemicals Limited
CHOLAFIN,INE121A01016,Cholamandalam Investment and Finance Company Limited
HINDCOMPOS,INE310C01029,Hindustan Composites Limited
GICHSGFIN,INE289B01019,GIC Housing Finance Limited
MARICO,INE196A01026,Marico Limited
MERCK,INE199A01012,Merck Limited
CUBEXTUB,INE144D01012,Cubex Tubings Limited
EIMCOELECO,INE158B01016,Eimco Elecon (India) Limited
PANACEABIO,INE922B01023,Panacea Biotec Limited
AUSOMENT,INE218C01016,Ausom Enterprise Limited
JAYAGROGN,INE785A01026,Jayant Agro Organics Limited
ALOKTEXT,INE270A01011,Alok Industries Limited
MOHOTAIND,INE313D01013,Mohota Industries Limited
PVP,INE362A01016,PVP Ventures Limited
HOTELRUGBY,INE275F01019,Hotel Rugby Limited
IFBAGRO,INE076C01018,IFB Agro Industries Limited
PREMIER,INE342A01018,Premier Limited
AEGISCHEM,INE208C01025,Aegis Logistics Limited
TATAPOWER,INE245A01021,Tata Power Company Limited
BBTC,INE050A01025,Bombay Burmah Trading Corporation Limited
BHARATGEAR,INE561C01019,Bharat Gears Limited
NBVENTURES,INE725A01022,Nava Bharat Ventures Limited
CARBORUNIV,INE120A01034,Carborundum Universal Limited
CORALFINAC,INE558D01021,Coral India Finance & Housing Limited
GREENPLY,INE461C01038,Greenply Industries Limited
SPMLINFRA,INE937A01023,SPML Infra Limited
TNPL,INE107A01015,Tamil Nadu Newsprint & Papers Limited
MODIRUBBER,INE832A01018,Modi Rubber Limited
REMSONSIND,INE474C01015,Remsons Industries Limited
EUROTEXIND,INE022C01012,Eurotex Industries and Exports Limited
DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited
NOCIL,INE163A01018,NOCIL Limited
SHANTIGEAR,INE631A01022,Shanthi Gears Limited
SPIC,INE147A01011,Southern Petrochemicals Industries Corporation  Limited
INDLMETER,INE065B01013,IMP Powers Limited
APOLLOHOSP,INE437A01024,Apollo Hospitals Enterprise Limited
KREBSBIO,INE268B01013,Krebs Biochemicals and Industries Limited
JAYBARMARU,INE571B01028,Jay Bharat Maruti Limited
MANGLMCEM,INE347A01017,Mangalam Cement Limited
M&M,INE101A01026,Mahindra & Mahindra Limited
NATCOPHARM,INE987B01026,Natco Pharma Limited
PETRONENGG,INE742A01019,Petron Engineering Construction Limited
KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited
KHAITANLTD,INE731C01018,Khaitan (India) Limited
SREINFRA,INE872A01014,SREI Infrastructure Finance Limited
PREMIERPOL,INE309M01012,Premier Polyfilm Limited
KAKATCEM,INE437B01014,Kakatiya Cement Sugar & Industries Limited
STINDIA,INE090C01019,STI India Limited
BIRLACABLE,INE800A01015,Birla Cable Limited
SWARAJENG,INE277A01016,Swaraj Engines Limited
RELCAPITAL,INE013A01015,Reliance Capital Limited
RELIANCE,INE002A01018,Reliance Industries Limited
RIIL,INE046A01015,Reliance Industrial Infrastructure Limited
SOMANYCERA,INE355A01028,Somany Ceramics Limited
ELGIEQUIP,INE285A01027,Elgi Equipments Limited
WIPRO,INE075A01022,Wipro Limited
HDFCBANK,INE040A01026,HDFC Bank Limited
NILKAMAL,INE310A01015,Nilkamal Limited
ANDHRSUGAR,INE715B01013,The Andhra Sugars Limited
ESABINDIA,INE284A01012,Esab India Limited
DELTAMAGNT,INE393A01011,Delta Magnets Limited
RAYMOND,INE301A01014,Raymond Limited
ARENTERP,INE610C01014,Rajdarshan Industries Limited
PRAJIND,INE074A01025,Praj Industries Limited
PEARLPOLY,INE844A01013,Pearl Polymers Limited
BHARATRAS,INE838B01013,Bharat Rasayan Limited
TOKYOPLAST,INE932C01012,Tokyo Plast International Limited
ZODIACLOTH,INE206B01013,Zodiac Clothing Company Limited
LIBERTSHOE,INE557B01019,Liberty Shoes Limited
TIL,INE806C01018,TIL Limited
IDBI,INE008A01015,IDBI Bank Limited
ASHAPURMIN,INE348A01023,Ashapura Minechem Limited
STARPAPER,INE733A01018,Star Paper Mills Limited
IVP,INE043C01018,IVP Limited
UCALFUEL,INE139B01016,Ucal Fuel Systems Limited
BPCL,INE029A01011,Bharat Petroleum Corporation Limited
KESORAMIND,INE087A01019,Kesoram Industries Limited
GSFC,INE026A01025,Gujarat State Fertilizers & Chemicals Limited
PRECWIRE,INE372C01029,Precision Wires India Limited
LUMAXIND,INE162B01018,Lumax Industries Limited
KABRAEXTRU,INE900B01029,Kabra Extrusion Technik Limited
SAKHTISUG,INE623A01011,Sakthi Sugars Limited
SIEMENS,INE003A01024,Siemens Limited
APCOTEXIND,INE116A01024,Apcotex Industries Limited
DICIND,INE303A01010,DIC India Limited
OILCOUNTUB,INE591A01010,Oil Country Tubular Limited
INDIANHUME,INE323C01030,Indian Hume Pipe Company Limited
THERMAX,INE152A01029,Thermax Limited
UFLEX,INE516A01017,UFLEX Limited
GMBREW,INE075D01018,GM Breweries Limited
ITC,INE154A01025,ITC Limited
METALFORGE,INE425A01011,Metalyst Forgings Limited
GTNIND,INE537A01013,GTN Industries Limited
MANGTIMBER,INE805B01012,Mangalam Timber Products Limited
ASHIMASYN,INE440A01010,Ashima Limited
TAINWALCHM,INE123C01018,Tainwala Chemical and Plastic (I) Limited
BSL,INE594B01012,BSL Limited
HOTELEELA,INE102A01024,Hotel Leela Venture Limited
ZODJRDMKJ,INE077B01018,Zodiac JRD- MKJ Limited
ONGC,INE213A01029,Oil & Natural Gas Corporation Limited
3PLAND,INE105C01023,3P Land Holdings Limited
SUPREMEIND,INE195A01028,Supreme Industries Limited
BANARBEADS,INE655B01011,Banaras Beads Limited
NKIND,INE542C01019,NK Industries Limited
HINDUNILVR,INE030A01027,Hindustan Unilever Limited
BALMLAWRIE,INE164A01016,Balmer Lawrie & Company Limited
SAIL,INE114A01011,Steel Authority of India Limited
CRISIL,INE007A01025,CRISIL Limited
SEAMECLTD,INE497B01018,Seamec Limited
SOTL,INE035D01012,Savita Oil Technologies Limited
BPL,INE110A01019,BPL Limited
CLNINDIA,INE492A01029,Clariant Chemicals (India) Limited
CHAMBLFERT,INE085A01013,Chambal Fertilizers & Chemicals Limited
APOLLOTYRE,INE438A01022,Apollo Tyres Limited
ASIANPAINT,INE021A01026,Asian Paints Limited
AUTOLITIND,INE448A01013,Autolite (India) Limited
COROMANDEL,INE169A01031,Coromandel International Limited
DCW,INE500A01029,DCW Limited
VLSFINANCE,INE709A01018,VLS Finance Limited
SUDARSCHEM,INE659A01023,Sudarshan Chemical Industries Limited
GUJFLUORO,INE538A01037,Gujarat Fluorochemicals Limited
COSMOFILMS,INE757A01017,Cosmo Films Limited
ASHOKLEY,INE208A01029,Ashok Leyland Limited
UTTAMSTL,INE699A01011,Uttam Galva Steels Limited
BASF,INE373A01013,BASF India Limited
UNIVCABLES,INE279A01012,Universal Cables Limited
GNFC,INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited
SANGHIIND,INE999B01013,Sanghi Industries Limited
WEIZMANIND,INE080A01014,Weizmann Limited
BAJAJHIND,INE306A01021,Bajaj Hindusthan Sugar Limited
HEG,INE545A01016,HEG Limited
GRASIM,INE047A01021,Grasim Industries Limited
GINNIFILA,INE424C01010,Ginni Filaments Limited
PRAKASH,INE603A01013,Prakash Industries Limited
ADORWELD,INE045A01017,Ador Welding Limited
MASTEK,INE759A01021,Mastek Limited
EIDPARRY,INE126A01031,EID Parry India Limited
PATSPINLTD,INE790C01014,Patspin India Limited
CANFINHOME,INE477A01020,Can Fin Homes Limited
CENTENKA,INE485A01015,Century Enka Limited
JAYNECOIND,INE854B01010,Jayaswal Neco Industries Limited
SURYAROSNI,INE335A01012,Surya Roshni Limited
21STCENMGM,INE253B01015,21st Century Management Services Limited
THIRUSUGAR,INE409A01015,Thiru Arooran Sugars Limited
BOMDYEING,INE032A01023,Bombay Dyeing & Mfg Company Limited
SHREECEM,INE070A01015,SHREE CEMENT LIMITED
IFCI,INE039A01010,IFCI Limited
HIL,INE557A01011,HIL Limited
BIRLACORPN,INE340A01012,Birla Corporation Limited
PAEL,INE766A01018,PAE Limited
VOLTAS,INE226A01021,Voltas Limited
TATACOMM,INE151A01013,Tata Communications Limited
ZUARIGLOB,INE217A01012,Zuari Global Limited
FACT,INE188A01015,Fertilizers and Chemicals Travancore Limited
DCMSHRIRAM,INE499A01024,DCM Shriram Limited
CUMMINSIND,INE298A01020,Cummins India Limited
ORIENTPPR,INE592A01026,Orient Paper & Industries Limited
SESHAPAPER,INE630A01016,Seshasayee Paper and Boards Limited
RUBYMILLS,INE301D01026,The Ruby Mills Limited
INEOSSTYRO,INE189B01011,INEOS Styrolution India Limited
IFBIND,INE559A01017,IFB Industries Limited
GTL,INE043A01012,GTL Limited
OSWALAGRO,INE142A01012,Oswal Agro Mills Limited
DCM,INE498A01018,DCM  Limited
DHAMPURSUG,INE041A01016,Dhampur Sugar Mills Limited
LAXMIMACH,INE269B01029,Lakshmi Machine Works Limited
ABAN,INE421A01028,Aban Offshore Limited
